,balance_RK,balance_p_value,balance_rvalue,balance_stderr,decay_RC_cost,decay_RC_mean,decay_RC_median,decay_RC_std,decay_amnt,euler_RC_mean,euler_RC_median,euler_RC_min_cost,euler_RC_std,euler_RK_mean,euler_RK_median,euler_RK_min_cost,euler_RK_std,euler_cost,euler_cost_mean,euler_test_cost,filename
568,32.420669407478556,0.00013455471652750738,-0.5801732804886109,0.007216995637939553,102.97594814484164,137.92534284625066,137.92534284625066,,1.0,211.18285809898953,211.18285809898953,324.25004371225026,159.9011473536294,54.344435142460725,54.344435142460725,74.88889101972309,29.054248133200073,0.07972007593514238,2.6762561422982483,,609df5e10231758d48a96f1b60b13bd3a243b06b.csv
1152,49.96342806132927,4.663912273833828e-06,-0.6416587061283866,0.003782714382151632,112.53161654629956,115.00895632075625,116.33790678056825,26.660595229754783,4.0,177.8457334630486,167.2156784102355,227.96590877612172,55.99805626407377,83.67908579786157,80.19256066804415,97.2444523401701,18.780844470873088,20.0846775508072,24.70583018638146,,9c7ca5ca146694d16d7969ab6cc7df0368e824a1.csv
1218,80.58240045062144,5.621861993785868e-14,-0.8920559683519805,0.0010478105162143637,,,,,,,,,,,,,,,,,f73c302604bae0b52b43e36c068d9c71a66e5375.csv
2587,80.58240045062144,5.621861993785868e-14,-0.8920559683519805,0.0010478105162143637,,,,,,,,,,,,,,,,,f73c302604bae0b52b43e36c068d9c71a66e5375.csv
326,58.905475979528894,1.1742322911609024e-08,-0.8021238176355409,0.0022341740533527747,43.47139009012398,118.86254713653928,119.63309214458128,14.594343511908999,6.0,102.39666603841289,104.88768441280708,87.3662005816097,16.989305515463506,70.71206837127744,70.64863196814,68.99166637591456,5.90362710677814,25.517226905192214,9.088187313604099,,085d68eebdd1893f4d704f1193b2a12a0a23612c.csv
402,102.50852722731948,1.3248751983434027e-05,-0.6174687216291816,0.0019649272199347093,,,,,,244.76968675649613,210.53003132464124,186.70018196676278,141.9781924379987,93.83943362239734,88.28030655053118,82.28833326085373,24.68012561842937,5.2336035287731875,8.035210304101833,,44a47dd274ae9121b034243c642c8a8a27fd495a.csv
2543,10.800229528891986,0.09733480438451568,-0.9026651956154844,0.031213364683356587,,,,,,450.91497179464415,540.7862350560519,560.1722325124148,143.12417885999486,146.0337045712153,163.0784338105283,172.55754752625285,33.406005023060615,3.4755818644983805,3.2344344990717304,,80a4443033b71ce576ad0b5b153c92b226c810bc.csv
334,65.45871449336329,6.214814875940477e-19,-0.9368855439036664,0.0009248484914265775,,,,,,261.8668004291338,292.01687478237443,405.51652732167105,109.30890365442363,148.0223229106613,138.06723927320934,214.41193107818242,53.614772195277375,2.844913536419622,14.872416968954434,,a981579a1c2f69939f55f63eb49e5dd9a8352303.csv
1637,41.46929510661886,3.7007655092303254e-08,-0.7574257284514879,0.0034645186299263157,25.330139982718528,93.66365888111264,92.68741644698788,14.536951500203408,49.0,89.55372527428587,87.76685370531595,77.82594618501912,9.728781785859637,41.816645675503494,42.459154039544266,33.722649462313065,5.740436212521116,42.36692102643421,11.702213034396218,,130368a53e5bd0957ac8d9192ffbbd3cdd1671b4.csv
252,116.84296275257904,1.3501318842978183e-06,-0.6872356159285575,0.0014872618290017153,,,,,,227.32119660242702,167.87913449983682,153.803267607222,168.66690663778613,158.21081105367907,140.93333191428476,147.73659462894562,67.65753698479342,7.304096256989446,11.787204169351288,,a697753f4fc633c6678f1b2047092fa5f0ab6400.csv
26,74.28497024239178,9.056359348766417e-16,-0.9060540180520436,0.0010199053375765897,,,,,,,,,,,,,,,,,b25f143204d65a54d791babc6cab4d5511d20527.csv
1667,76.26575904745245,8.658548876219396e-15,-0.888789884885347,0.0010826871078171935,,,,,,288.8316488150881,244.87178605818062,169.31114844451562,119.98543861349894,102.17654684395654,87.14281149309369,63.68905406055364,37.28825399730989,0.31789524339373376,5.808069721773071,,4a71aaa4a4888af3a55342e898151eac5cbb596d.csv
2174,69.92923286177327,4.2414247160444415e-16,-0.9098934928275207,0.0010576489212083178,22.050815398713063,101.4499034185853,101.42475205015148,17.77728214089497,7.0,152.52967657853105,139.15184499331588,141.33374035679472,37.00021820703777,105.92401974479496,101.56648538716067,120.21019127063678,20.554688606356564,32.311407807243135,15.041626243275866,,7208646dd16b07745719799ac2d3ec2597a8c970.csv
2315,69.92923286177327,4.2414247160444415e-16,-0.9098934928275207,0.0010576489212083178,22.050815398713063,101.4499034185853,101.42475205015148,17.77728214089497,7.0,152.52967657853105,139.15184499331588,141.33374035679472,37.00021820703777,105.92401974479496,101.56648538716067,120.21019127063678,20.554688606356564,32.311407807243135,15.041626243275866,,7208646dd16b07745719799ac2d3ec2597a8c970.csv
2518,79.51964614687923,0.1940273518182688,-0.5569588382480208,0.008386448089685201,,,,,,303.28536453109916,201.60864083070118,167.55419552695574,223.1234281995976,144.46505585615353,111.48083478484091,90.43684964118624,74.2095259484845,0.6043607647247942,4.3799858573328185,,476adcefeb04f22906634c09f153785f1e8efdcd.csv
1879,82.50077001073275,4.328603768224508e-08,-0.729206772959196,0.001798471961144316,64.15481371271052,122.5995282590257,128.30017680629246,26.52183112326527,15.0,132.54479891871463,120.05961928877507,100.0542978200239,39.02325176504667,79.67467740486927,86.9788570389205,86.9788570389205,24.006046259408645,38.30157028854017,77.67195307956725,,0bc0400b9a943839960075563b76f3670017d01b.csv
1786,69.60562305294675,2.9098758448651646e-15,-0.8905245076410923,0.001160457961693171,,,,,,,,,,,,,,,,,99f41c1a2588453dd84f24583cfae1335981cd37.csv
758,74.52166848367509,0.0012779240607466804,-0.5295917140737396,0.0037995004654673694,,,,,,104.8258986766313,95.87141441651968,95.6602173577225,30.77777165089526,57.469665395747214,51.81221729206645,53.28884237328378,18.47763504584892,9.469731035540883,29.692417240750167,,8d04fbd8affb72932562d1645e7fd867e3fe519b.csv
813,66.02559665875881,2.6493018966074466e-09,-0.7692722481359573,0.001988954528706464,,,,,,445.4958062966345,445.4958062966345,581.540123668127,192.39571871055432,143.50453939144995,143.50453939144995,164.08510335627687,29.105312680345243,6.4383088132445945,9.017089208060602,,488f292cba6a2543e585fb614e76a728023be78e.csv
1725,109.52484161182733,6.638219090282775e-07,-0.6945651228632701,0.0015341613643917635,70.50196868453176,161.04001133073868,161.04001133073868,24.744199586816602,2.0,156.43212011754974,152.62296536181645,145.3846905352182,48.99104092794664,95.4267847590243,93.23041246200671,100.22710157397991,23.252927532368737,5.286615896609194,15.31792237105609,,682726c428eba303dd866c139cb8f5212480e370.csv
330,68.75890114027553,6.235702919208331e-05,-0.5896428664183105,0.003231625318378186,,,,,,,,,,,,,,,,,beb94edf29f10b839d77cb9a06ee9a9d85694b74.csv
