,balance_RK,balance_p_value,balance_rvalue,balance_stderr,decay_RC_cost,decay_RC_mean,decay_RC_median,decay_RC_std,decay_amnt,euler_RC_mean,euler_RC_median,euler_RC_min_cost,euler_RC_std,euler_RK_mean,euler_RK_median,euler_RK_min_cost,euler_RK_std,euler_cost,euler_cost_mean,filename
1,67.20650279941059,5.914352391957358e-20,-0.7053821074465793,0.0013537072629596731,20.480537623764942,143.59419255704893,137.64027945705521,23.328685904432284,42.0,347.50353938083,224.64308962668804,188.70195256098881,297.4785103600611,130.14309814939298,103.04693929247459,71.04623763649394,80.01660063711884,17.169426648504075,31.785243124712295,a937d992bbae47858967713080c8e8173b331e9c.csv
